@RELATION LID

@ATTRIBUTE SE_1_3 NUMERIC
@ATTRIBUTE SE_4_7 NUMERIC
@ATTRIBUTE SE_8_13 NUMERIC
@ATTRIBUTE SE_14_20 NUMERIC
@ATTRIBUTE SE_21_30 NUMERIC
@ATTRIBUTE SE_31_45 NUMERIC
@ATTRIBUTE SE_55_95 NUMERIC
@ATTRIBUTE SE_105_145 NUMERIC
@ATTRIBUTE f_FP1_1 NUMERIC
@ATTRIBUTE f_FP1_2 NUMERIC
@ATTRIBUTE f_FP1_3 NUMERIC
@ATTRIBUTE f_FP1_4 NUMERIC
@ATTRIBUTE f_FP1_5 NUMERIC
@ATTRIBUTE f_FP2_1 NUMERIC
@ATTRIBUTE f_FP2_2 NUMERIC
@ATTRIBUTE f_FP2_3 NUMERIC
@ATTRIBUTE f_FP2_4 NUMERIC
@ATTRIBUTE f_FP2_5 NUMERIC
@ATTRIBUTE f_F3_1 NUMERIC
@ATTRIBUTE f_F3_2 NUMERIC
@ATTRIBUTE f_F3_3 NUMERIC
@ATTRIBUTE f_F3_4 NUMERIC
@ATTRIBUTE f_F3_5 NUMERIC
@ATTRIBUTE f_F4_1 NUMERIC
@ATTRIBUTE f_F4_2 NUMERIC
@ATTRIBUTE f_F4_3 NUMERIC
@ATTRIBUTE f_F4_4 NUMERIC
@ATTRIBUTE f_F4_5 NUMERIC
@ATTRIBUTE f_C3_1 NUMERIC
@ATTRIBUTE f_C3_2 NUMERIC
@ATTRIBUTE f_C3_3 NUMERIC
@ATTRIBUTE f_C3_4 NUMERIC
@ATTRIBUTE f_C3_5 NUMERIC
@ATTRIBUTE f_C4_1 NUMERIC
@ATTRIBUTE f_C4_2 NUMERIC
@ATTRIBUTE f_C4_3 NUMERIC
@ATTRIBUTE f_C4_4 NUMERIC
@ATTRIBUTE f_C4_5 NUMERIC
@ATTRIBUTE f_P3_1 NUMERIC
@ATTRIBUTE f_P3_2 NUMERIC
@ATTRIBUTE f_P3_3 NUMERIC
@ATTRIBUTE f_P3_4 NUMERIC
@ATTRIBUTE f_P3_5 NUMERIC
@ATTRIBUTE f_P4_1 NUMERIC
@ATTRIBUTE f_P4_2 NUMERIC
@ATTRIBUTE f_P4_3 NUMERIC
@ATTRIBUTE f_P4_4 NUMERIC
@ATTRIBUTE f_P4_5 NUMERIC
@ATTRIBUTE f_O1_1 NUMERIC
@ATTRIBUTE f_O1_2 NUMERIC
@ATTRIBUTE f_O1_3 NUMERIC
@ATTRIBUTE f_O1_4 NUMERIC
@ATTRIBUTE f_O1_5 NUMERIC
@ATTRIBUTE f_O2_1 NUMERIC
@ATTRIBUTE f_O2_2 NUMERIC
@ATTRIBUTE f_O2_3 NUMERIC
@ATTRIBUTE f_O2_4 NUMERIC
@ATTRIBUTE f_O2_5 NUMERIC
@ATTRIBUTE f_F7_1 NUMERIC
@ATTRIBUTE f_F7_2 NUMERIC
@ATTRIBUTE f_F7_3 NUMERIC
@ATTRIBUTE f_F7_4 NUMERIC
@ATTRIBUTE f_F7_5 NUMERIC
@ATTRIBUTE f_F8_1 NUMERIC
@ATTRIBUTE f_F8_2 NUMERIC
@ATTRIBUTE f_F8_3 NUMERIC
@ATTRIBUTE f_F8_4 NUMERIC
@ATTRIBUTE f_F8_5 NUMERIC
@ATTRIBUTE f_T3_1 NUMERIC
@ATTRIBUTE f_T3_2 NUMERIC
@ATTRIBUTE f_T3_3 NUMERIC
@ATTRIBUTE f_T3_4 NUMERIC
@ATTRIBUTE f_T3_5 NUMERIC
@ATTRIBUTE f_T4_1 NUMERIC
@ATTRIBUTE f_T4_2 NUMERIC
@ATTRIBUTE f_T4_3 NUMERIC
@ATTRIBUTE f_T4_4 NUMERIC
@ATTRIBUTE f_T4_5 NUMERIC
@ATTRIBUTE f_T5_1 NUMERIC
@ATTRIBUTE f_T5_2 NUMERIC
@ATTRIBUTE f_T5_3 NUMERIC
@ATTRIBUTE f_T5_4 NUMERIC
@ATTRIBUTE f_T5_5 NUMERIC
@ATTRIBUTE f_T6_1 NUMERIC
@ATTRIBUTE f_T6_2 NUMERIC
@ATTRIBUTE f_T6_3 NUMERIC
@ATTRIBUTE f_T6_4 NUMERIC
@ATTRIBUTE f_T6_5 NUMERIC
@ATTRIBUTE f_FZ_1 NUMERIC
@ATTRIBUTE f_FZ_2 NUMERIC
@ATTRIBUTE f_FZ_3 NUMERIC
@ATTRIBUTE f_FZ_4 NUMERIC
@ATTRIBUTE f_FZ_5 NUMERIC
@ATTRIBUTE f_CZ_1 NUMERIC
@ATTRIBUTE f_CZ_2 NUMERIC
@ATTRIBUTE f_CZ_3 NUMERIC
@ATTRIBUTE f_CZ_4 NUMERIC
@ATTRIBUTE f_CZ_5 NUMERIC
@ATTRIBUTE f_PZ_1 NUMERIC
@ATTRIBUTE f_PZ_2 NUMERIC
@ATTRIBUTE f_PZ_3 NUMERIC
@ATTRIBUTE f_PZ_4 NUMERIC
@ATTRIBUTE f_PZ_5 NUMERIC
@ATTRIBUTE class {1 2}

@DATA
49105.9940849902,10969.0033367477,21110.3590015724,16784.0326068898,22164.7595609378,39759.0655817039,94762.2910255151,70120.2553604728,2096.03459381270,914.476777023559,1346.88134042065,934.423695691356,647.959406878113,5635.78325303636,685.954638442547,1177.07718906946,1148.31507123118,791.852196109568,960.465378295059,594.077738320368,1048.65514364519,934.166525198512,1008.03389339848,1059.09246357327,618.226412742889,754.698250117828,641.216568684814,644.766395599508,817.728559391312,304.552770987927,936.458473768911,445.317259460465,554.202502267948,606.984062157431,187.529935955742,864.467765337261,441.718364123643,588.782433035020,3827.94084249495,553.901419958088,2176.51582118038,1378.16466663839,1434.81326541404,920.385268490888,473.002223060893,1563.37927898829,817.953731891209,1001.19764790542,1165.13762312277,619.756294257684,826.644034141772,823.312427190914,1207.12421282030,2613.31264859297,821.924545289639,1182.03361656421,835.179632183748,1439.12142862921,3702.24695366049,754.277042386947,1481.00379465261,1380.15881910116,1723.51598055387,6762.55967106437,678.590400861012,1183.33123739166,733.377797041763,2509.31847252222,3281.22078150112,574.333905446376,1258.68364335685,1938.81032302312,2703.36379735467,7143.09534125976,731.212460436943,878.444496621432,578.017459238217,1240.24192591169,957.781315207118,473.088899313621,1224.57964061236,921.850816594395,1775.21971286834,1787.93305647355,715.522166300779,1094.97318578641,745.730610580297,1168.20620557029,2560.87619225030,557.143508607451,884.352865354351,959.485203899287,465.921710447414,2529.36380325619,357.098213758848,267.313153740613,482.803752906167,359.895489895945,678.052277349649,354.333983596371,960.866070822131,644.029882211139,901.222883755781,1
59509.0298554932,14345.9090461698,20066.9780086641,20147.0106542667,20018.1610461525,33667.3573958618,101198.252103675,84660.6449217193,3055.74494123885,860.153962439530,1188.08938543685,741.763659757549,996.384054512808,795.946892139422,623.645245824638,1051.07642365714,789.151221873192,1189.75581478394,6380.52414996337,635.281617865406,976.170870166151,2236.66412275396,1445.13296901252,4762.10059670182,523.731537981745,737.653738056522,1032.71651777018,880.640221315961,4051.38869699689,629.855833766188,714.294705286464,724.590741140631,544.834752575785,4200.41825942792,530.411078074022,590.366278387270,712.223319731192,601.265316026492,2677.76263034417,679.072728731950,911.975789753380,918.982740627913,639.244122173970,923.853489450457,900.892172760317,1027.54453311664,1101.69316300573,860.582938295971,2530.40798313535,726.086648690729,1509.20525924165,988.006867726360,939.739901776621,1525.72834240476,1306.87045021937,2040.18441308898,1439.24700681280,1469.20184632969,1967.62978568900,991.211451857776,972.484240316804,1550.29160549061,1819.92063401921,3986.73787222489,566.403879153307,932.847010345382,919.310410537471,1538.39830369809,7164.44768022417,1275.73393423475,1595.95670920123,1381.63370023498,1769.24605999180,2598.98843147545,656.352330407103,1294.10201417790,1295.38433141242,1357.89529053623,1315.55155549299,666.164200909628,746.368199298455,1056.39119507102,1150.68670087253,1945.00406484181,982.170189125238,1496.09712182188,1452.57848890317,1009.61268386245,1503.17703025845,759.481925809990,913.467793936151,670.799230228343,660.151116956419,5273.36566506525,414.435927846640,588.955780815435,432.105247479285,445.936155417129,2850.25178841817,617.953930471492,780.137742559875,703.477083709889,699.532163994898,2
94027.0247152787,12142.6887370477,25107.0447305086,14406.9979013008,22660.1333640089,33044.6099145700,79776.8895266982,64379.1666074552,2977.40111700568,416.308604988261,1030.88491231597,853.497274618110,1099.58372033162,11371.8539121656,733.416765262363,1082.00246578138,886.890275143405,1237.36313287933,1091.89401643199,539.825687365131,618.387613125509,986.008243774644,921.126450671517,549.300287935926,418.483774805833,1388.35564086415,647.786117100829,499.035268087244,1609.28456746283,321.639155585916,1068.27811753297,225.408758804815,274.126184948954,1977.38097052922,445.065136148033,1241.00285346850,351.285250600084,390.545920451920,3938.15395181729,832.720733596352,3160.39861032593,903.769219145346,1491.40010963919,2264.99351141031,685.921735229518,869.502507795535,465.463482984064,542.588430471272,3890.82235367675,1100.93799439876,1613.93771530122,907.303056119416,1148.74285852679,7542.26930689089,1342.02733667131,1583.46548710273,1001.44766900064,1070.82601902327,2946.98293011631,501.301635016358,887.007759761317,1225.07333850718,1883.22691561738,17664.5817148913,574.893799927406,1686.55649207338,1060.60701429657,3020.00054231919,2243.62489102475,1209.33686892341,1002.72193916584,1278.30842749646,2395.35056249302,8152.46779248471,416.081371686697,1738.06291097631,688.719924018920,2202.27263806309,2547.74795233114,494.175600369813,1218.08455727307,1051.16186157403,1241.26724131310,8834.39648989929,1050.44252123696,2256.78649616771,638.402976346159,1267.34351598928,6166.08058849793,375.380038926623,792.601031693201,562.527216216830,658.400187627959,6124.38669789587,263.501268385398,620.443443149094,329.561333356668,496.484242957535,2133.40166281100,421.228708523512,1248.56417663475,343.776462196678,820.449422597182,1
120442.963452012,29848.2118193247,25612.9489652927,23844.2792790030,20328.3970754444,43067.3444335507,105488.182165919,84729.7819930053,6479.44434424491,2260.56337783809,1671.74566941788,1330.87115257403,869.237137950559,3770.64901867975,1968.05130600570,1924.55595887583,1099.20802505986,1030.01322282359,3618.61182054192,2016.06012808719,1192.57929521132,1391.61949803795,1273.86072950405,7812.55996494688,1258.43361183110,1145.71844895949,701.288255767615,1188.52687454476,4862.28232649977,1505.00150028936,1155.58072449203,1115.33692045251,871.218268516690,4937.43992723549,1447.71352541536,1215.60359913183,1158.85010366033,786.561564764082,6812.66500783403,1684.35440128423,2442.49468029396,800.344820714864,749.463366898089,2971.59210045256,1111.51890302724,1119.68846121526,1920.91777051931,1143.22978187431,7558.17370184309,1324.16307074005,1121.34601709717,1176.95987462624,552.516627315568,4398.62908144363,1876.93360103814,1349.55020466175,2299.54417311729,1205.82518047099,10468.4303393867,2052.23891695920,1064.47764619540,1589.87164434093,2417.28699141694,13352.3692331533,1400.28601135996,1384.74119230061,1177.80815057490,1121.99440342741,11302.7590940266,1571.90341143629,1199.71099381863,1356.95232902964,2081.81114662530,3592.97880290821,1239.57920789066,1419.74033319724,1467.91796880427,1024.88869910464,3196.73381772930,1663.41736005282,662.981455305422,1099.74688557284,1192.56346028718,3598.77240167431,1301.08083888964,1735.90193143083,1906.33190627571,868.259384911192,4444.93631779138,1562.40822331914,1558.80842231609,806.416694672665,835.652866073086,11248.8177637988,1367.79904002514,1026.58559317912,562.912557642592,501.915630387713,6015.11838782130,1236.70538383537,1221.13833819282,881.380547559443,613.571738548223,2
151253.186773358,12404.4478401778,31295.7648625971,18584.0867636397,20580.5938390011,31623.5372970038,89491.3373077356,67610.7291152721,1616.52276995509,581.803820803685,1491.62858904366,1141.96413817290,1030.09464555325,17539.8582202540,496.433590031899,1569.33916372210,1102.71005509945,1119.89114796398,3070.58519922927,952.912779351833,1213.61139704346,1188.90534230377,937.245375196549,5416.56335008503,237.097815367990,1635.37754739065,642.917723477754,758.827741961361,7818.27569347388,225.456007812979,1348.75508750340,417.986072576062,499.502694964950,8173.54683200205,252.428478074025,1342.69501405952,352.242328588814,558.370280522962,2976.07637409454,1234.83715911528,3453.46952755987,1295.08670876054,1098.97417834009,6963.07887757300,468.482080178147,1772.80161016272,945.492380817261,890.742247077992,3396.10899373170,836.581239612203,1131.52601334426,927.256102581015,803.990376384846,12398.8089438384,1097.09376038217,2146.54805488256,1211.43684432746,1025.87996802317,6988.17468409298,1350.23311056447,1571.41535138853,1506.78491140612,2037.22033739430,27135.9672485640,545.436007036597,2042.91344371949,1427.25864737951,2037.64746622468,6886.23076088981,677.550517759261,975.276635267363,1107.02726140240,2213.41128072548,4246.61707219476,609.456814433417,2061.61613218882,1075.77018694202,1078.52838262714,5376.78716199892,566.874452069366,913.821470430204,990.935878838774,967.219750397385,19685.9564766587,550.466529204398,2385.65592765435,1326.34168282330,1384.86941924218,3725.92980065089,410.221409868694,1088.35883090475,781.710348405142,765.469675483271,6222.53311098576,736.197350130865,1396.85833977247,632.784602429846,535.184124298987,1615.56520308493,574.884918380534,1754.09672655892,509.475547307609,837.524746618482,1
125017.793813537,13485.2312363724,15922.2775635772,16031.8702612495,23601.6176774110,38581.1501746266,115485.040916898,92357.3296640721,4951.80456723608,1332.14961201766,760.477981689726,1168.36349283158,842.987786883576,5455.92588396346,1359.97869645443,706.931015195601,1148.68793122995,1132.33073244021,6598.97761306183,1044.13186010488,647.400517740992,1214.75997524833,1706.08296153349,7102.43103649675,430.213109020184,761.621284135041,766.047049030783,819.918085595852,1082.72643125265,400.450539029736,404.685121332218,317.973289222567,798.367199979376,1283.93420634393,354.134997041106,428.240891038359,233.869994213152,801.664222312182,950.435110135788,414.477811061696,1484.20639265525,912.231120043683,1027.51257136762,1793.71358820043,736.191184516467,563.736614715841,681.147683264947,926.111906486739,1196.09438426131,734.623937230505,1132.54813773590,883.974723013244,1281.15943783221,5874.90850213575,1133.30751655752,1349.10018837384,1014.68794621404,1209.61655287154,12619.5855451262,952.230693634484,807.725070834676,1774.93817719955,2665.29281461400,4100.19456210361,559.570414712561,1106.12578615337,467.547197833573,1678.85380625150,9589.17967144125,643.276561133884,604.355208897822,1517.86531911387,2183.06962604577,8672.56664381726,441.355853635425,1072.06358893527,653.578590692630,2056.12201499091,5793.57737000176,416.097178918100,637.543093466719,1005.87703177644,1063.14076507147,24195.2472160133,804.560121105414,1567.49265375748,783.451218008063,1435.09773731138,1929.45997611929,930.236302333227,653.153568889275,588.436335780066,702.721028477127,18732.1300875362,380.615747397699,243.282902086447,315.628329614206,504.675303838465,3094.90141829038,417.629100467393,991.587545943362,582.804856918785,766.893123507636,2
166476.763060045,14715.8592641901,22774.5229266883,15851.0623522573,20423.8695277859,32862.8532176529,94168.9245088825,65557.5732972072,4111.51071578314,1005.65774710731,1283.19887611833,529.729188114951,866.883013989605,21241.4768871919,1264.58423408686,1081.94608920681,478.177760228093,1100.18213442612,2158.55498134669,749.560232378524,1571.83746572463,617.392973210568,496.790841290325,5635.80198832157,418.485793781124,880.672411836240,611.260510382534,660.580402755014,9381.22098167128,366.638011221274,909.637118658192,511.419503058685,467.688844666897,9772.80850861276,343.623390542289,946.331274453504,525.663711725829,519.537835029689,10873.8902065684,922.121165132646,1714.00071902369,557.330073853683,1407.74945287191,7935.58177749304,776.971329482424,1121.49222040735,1121.08012840061,880.612487666947,3284.97098277457,847.416543237702,1422.70941780469,847.470050837361,959.653111998264,13650.3460757207,1082.15403490055,1376.02996772175,1327.54312937336,1110.58602401252,11025.7142954198,1099.33357438780,1868.33876642547,1170.63957045673,1800.97193028101,27356.4711717600,814.823137343607,889.001632249709,1559.31673631769,2676.24689346565,2724.42999474773,579.286041659780,1486.94713280030,1613.12215514160,2112.16671445285,5466.41113450829,768.967044218205,941.381456580744,1059.31872016369,1696.90319729005,7036.20189786920,525.493212672734,1780.44355049112,778.678387075000,1290.09911965023,15910.6045232786,1548.16788267001,1110.65143862657,1125.62133678278,1009.31258484798,4953.57992045737,612.385457574232,1251.57731170752,454.467465590757,506.488353865337,3111.64699030027,464.186871276513,525.679809010892,420.838159735257,268.595367460640,845.540026220116,526.003560516513,612.646267840817,541.992791808155,592.821217764817,1
139425.742158683,11893.0967462006,27937.6031182318,16795.7822526185,17390.4230829816,33889.4945182374,107680.163650194,85604.2422148701,7166.56714579198,751.860188353798,1101.44464073094,1026.54691967060,919.935842845047,9482.88522711782,707.152432325200,999.631163138483,724.194256128998,962.227100619711,9103.93340002727,577.203835453681,1278.04375287095,1400.93110484355,1530.86613624970,8956.52076264291,284.776984856144,659.133970653623,792.087562388873,724.717960852936,2719.19488827451,240.025838422733,827.290740626581,454.761259462126,515.055192621709,3068.91663466910,301.354857160191,825.473686289918,484.975784900415,494.990714879623,691.121351601096,667.509222804052,1432.22616371694,812.760421367288,809.926192590422,826.701344523838,542.483831117290,1825.19239362185,885.366724726577,742.486450871449,2434.49541014650,1019.63646366118,2076.26716188626,790.942235709570,829.825232833029,7608.57008599680,1226.20588064449,2137.07129876478,1067.88358865065,970.247392930020,11376.4486485163,650.147628538623,1729.67622654486,1890.41441327338,1691.60714369199,5116.23826918177,514.784080929312,2117.44939328949,843.207156938850,1299.44748379687,5917.86947887266,926.658202879759,1860.47496808174,1757.08521885823,1403.50512453636,12174.6187654222,594.910754147165,2048.32656517512,734.760029718483,952.047165733480,6469.29700990050,850.109536368345,2199.34263659935,1038.50773116623,1049.07582918377,25302.5028217814,773.334060815180,2239.79852508412,627.986841396786,1030.86046334266,3392.00903994908,504.349529746218,617.321404169510,741.842722558126,636.499809041938,15235.4022997719,317.158577431359,1147.60997814884,391.886117120009,374.075823168826,2382.44957449531,443.434840545888,815.828448838409,329.642163739798,453.026023192110,2
158450.019044321,15449.8726519018,33915.7706525098,20547.4748380877,21706.8703445977,32939.6090568541,90766.8980987460,65402.4993619933,7574.54993355177,717.848640708611,1792.68827609657,705.060801002875,962.286128586001,23301.2591062948,366.201485254170,2067.57824920267,897.357094715457,1024.51565239827,1784.31376014634,1167.10718497700,1552.53641666618,1245.01009768789,1040.70096684249,5956.13984726251,162.446085823457,1447.22009086558,840.630815434862,981.183178428121,8759.09183739551,331.299984659575,1059.80135527097,598.064178050028,772.292550579105,9187.80022520656,344.635694838270,1074.73694556191,586.357317487084,844.048784717068,17825.7537233679,1031.55307166616,3328.05291724965,1552.02637948727,1137.56421889956,5251.31775798351,500.265314589891,1253.10372445099,1011.03022804183,1301.87365536585,2598.99527847524,1081.31670406630,1736.33505037980,1324.57079659174,572.453619224810,8060.42713292225,1431.23718598359,1761.39988104843,1778.02022223279,2081.95421560156,16105.9048093843,1127.44983318564,1746.22900943973,1150.15210695019,1529.63880413152,11962.7339043543,493.291776852217,2592.84551924073,1438.67553318724,2106.64389885091,13051.4865131624,3069.64857653326,2250.03845872448,1516.25289621792,2291.55430544579,6316.64698943351,407.619773603002,2173.79683700300,1055.88747722843,1496.94203862032,5631.19677602654,150.385958774639,767.241826959537,1079.36902880083,1177.25108911329,6273.32460247914,1282.54896526368,3000.25878737645,2058.27306370806,1004.60572581000,752.065475755481,259.864860372492,1378.88073346428,581.303414423743,577.891316214721,2253.46214089152,1021.17164257333,1263.19831981572,402.607983332287,393.920772844189,5803.54923022787,503.979912176519,1669.82825369314,726.825403507155,409.549422924164,1
183432.969210777,9431.29067820658,21891.7405871170,22060.2941814333,20666.1266921208,37886.6788675806,116140.739149501,92667.5630124704,12502.1484187546,762.776052461028,966.308762700874,1473.90540798346,1020.97507751314,21304.2099607122,564.296379748740,1352.03753104409,1857.75558352526,859.873102996930,12375.4526313493,655.917490800236,770.692114421035,807.578785432344,1238.48439008371,10676.4731721334,302.053438308166,1157.40432533221,922.240089885303,1013.09786235562,5038.54694480069,164.940345217793,1024.41639505927,527.454525416116,787.379568484513,5558.15030212621,222.285349811411,1062.49880683334,579.378334472163,671.096541420839,13719.7585984350,448.135339959175,2052.17592055715,949.172668640573,773.276789415020,2223.15020742026,468.748701983540,1384.43443155730,916.518922274170,859.799837241619,2074.75794681318,514.691643192546,1164.00851514281,990.315649218691,795.399104105008,7153.92448546419,792.821070176643,1857.09122351951,1279.22189669340,995.149459633071,9118.95931653652,873.220327554086,1163.62646132975,2425.55689281024,2257.90202795324,12369.9151970281,856.719320591005,1143.45848776269,1512.07759649570,1617.44995753765,581.922631451466,434.770255473011,729.761306026853,2369.53865067949,2454.60349712595,13943.3187566016,514.998045248739,1224.57822459694,1251.00483983024,1375.14892366176,12104.5064100199,292.661458087291,743.931947167990,1107.81568048217,1115.90262381335,19932.6835208423,591.727048041813,1470.49809317596,942.204898579054,1195.62748787628,11749.5455453414,504.707508745479,706.910375841785,966.934675018805,667.588728828303,7698.66570300754,204.930154349959,790.286579463825,351.337366850521,408.326538076686,3306.87946193924,260.890748455923,1127.62108558361,830.281717145602,559.045173998086,2
